FullName,Pace_Total,Shooting_Total,Passing_Total,Dribbling_Total,Defending_Total,Physicality_Total,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,LongPassing,BallControl,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Goalkeeper_Diving,Goalkeeper_Handling, GoalkeeperKicking,Goalkeeper_Positioning,Goalkeeper_Reflexes,ST_Rating,LW_Rating,LF_Rating,CF_Rating,RF_Rating,RW_Rating,CAM_Rating,LM_Rating,CM_Rating,RM_Rating,LWB_Rating,CDM_Rating,RWB_Rating,LB_Rating,CB_Rating,RB_Rating,GK_Rating
Toluwalase Arokodare,57,64,46,62,29,80,35,65,72,54,60,66,55,55,32,67,61,53,49,60,39,66,75,70,91,60,64,15,60,50,66,48,22,35,21,9,8,12,14,9,67,58,61,61,61,58,60,59,55,59,45,46,45,44,48,44,18
Eric Barrios,63,61,63,66,62,63,55,65,55,67,45,70,48,61,64,65,60,66,55,60,70,60,70,70,60,58,61,65,60,67,65,65,60,65,60,10,13,9,13,9,64,64,64,64,64,64,67,66,67,66,65,66,65,65,64,65,18
Rui F. da Cunha Correia,63,60,63,65,65,77,59,55,56,67,64,66,59,54,65,65,60,65,60,70,65,65,70,75,79,63,75,65,60,60,60,67,68,66,63,7,11,14,8,6,65,63,63,63,63,63,66,66,66,66,66,66,66,66,66,66,17
Kerim Alıcı,73,49,59,63,63,62,64,50,59,62,35,63,63,34,60,62,71,75,72,52,67,52,62,63,60,47,64,62,57,53,46,60,64,65,61,12,7,9,6,11,59,61,58,58,58,61,61,63,61,63,65,63,65,65,64,65,16
Pascal Sohm,71,62,57,63,26,74,57,63,58,60,57,60,66,37,54,64,68,73,67,66,57,70,82,78,82,56,48,17,64,59,57,70,24,23,25,13,11,10,8,7,65,63,63,63,63,63,64,65,59,65,51,48,51,48,44,48,18
Sven Müller,66,67,59,68,20,65,13,8,12,30,8,12,10,10,31,13,16,27,25,49,27,44,38,20,66,8,26,9,7,41,11,35,11,13,10,66,67,59,65,68,23,19,21,21,21,19,25,23,26,23,20,25,20,20,24,20,66
Joe Pigott,64,64,53,63,31,72,41,65,63,57,61,62,52,60,50,64,67,61,59,64,65,67,75,70,81,59,51,23,64,60,68,64,28,30,22,13,6,14,15,7,65,61,63,63,63,61,63,62,59,62,48,49,48,46,46,46,18
Yusuf Bamidele,84,60,55,67,31,58,60,63,56,58,55,69,54,47,46,64,86,82,78,58,65,69,67,70,62,46,31,26,60,54,62,59,27,29,33,14,13,6,11,14,66,65,64,64,64,65,64,66,57,66,54,47,54,52,43,52,20
Jorge Araúz,62,63,63,68,18,66,16,5,13,15,6,6,15,11,14,19,20,16,33,59,33,47,49,33,60,5,23,10,8,55,18,30,10,12,11,62,63,63,66,68,23,19,21,21,21,19,24,22,25,22,21,24,21,21,23,21,66
Tomasz Makowski,70,53,58,63,61,72,44,55,57,66,31,59,55,37,63,65,69,70,72,60,75,54,75,81,68,56,69,65,56,58,45,59,55,65,59,15,12,11,10,10,61,60,60,60,60,60,64,63,65,63,65,66,65,65,65,65,19
Wan Gyu Gwon,80,31,56,59,65,71,60,22,60,58,30,54,37,31,61,60,82,79,76,58,71,34,70,64,78,38,62,65,60,56,38,56,65,68,63,10,15,6,9,15,53,57,54,54,54,57,58,61,60,61,65,65,65,65,65,65,19
Joe Lewis,66,61,64,65,44,66,11,19,13,23,15,11,18,19,33,16,42,46,57,61,44,48,67,35,75,13,34,23,12,54,18,62,20,12,13,66,61,64,66,65,30,25,27,27,27,25,30,29,31,29,27,30,27,27,30,27,65
Lameck Banda,89,63,52,70,30,44,57,63,48,49,71,70,62,49,51,67,88,89,77,60,86,62,43,63,36,61,41,25,60,51,66,62,22,35,28,8,14,6,14,10,64,65,64,64,64,65,64,66,57,66,52,45,52,50,40,50,19
David Ribera,78,55,60,65,37,58,60,54,35,64,45,68,55,48,53,61,80,77,71,61,65,63,55,70,61,51,35,35,61,61,59,55,33,41,44,10,9,9,12,8,61,64,62,62,62,64,65,66,61,66,58,52,58,55,46,55,17
Manuel Lucas,62,43,47,53,66,69,25,40,70,61,40,45,42,53,51,61,61,63,50,60,65,50,80,70,70,35,60,65,55,40,55,58,66,65,63,11,7,10,13,5,56,50,53,53,53,50,54,54,57,54,60,64,60,63,65,63,17
Blas Armoa,77,60,62,61,23,49,70,67,44,68,40,57,45,42,62,66,76,78,70,66,63,47,60,34,56,66,45,21,60,55,44,46,18,22,20,10,11,9,9,12,63,66,63,63,63,66,66,66,59,66,49,46,49,46,39,46,19
Edson Rivas,74,65,50,61,18,62,38,70,66,61,61,56,35,65,55,63,72,76,70,59,73,57,72,68,70,61,32,11,69,41,65,63,14,12,16,9,5,8,5,6,67,61,62,62,62,61,62,62,56,62,44,42,44,42,37,42,14
Gavin Whyte,78,57,60,67,36,45,60,57,47,63,51,67,55,48,55,65,78,78,77,60,80,62,46,60,42,53,33,30,60,64,59,58,35,39,34,13,9,7,10,13,62,65,63,63,63,65,66,66,61,66,55,50,55,53,44,53,18
Carlos Cermeño,71,43,66,65,62,67,65,35,41,69,48,65,70,54,64,60,73,69,72,58,85,55,61,61,71,50,67,62,53,63,33,58,67,64,63,6,11,12,12,5,56,60,58,58,58,60,63,64,64,64,66,66,66,65,64,65,16
Bryan Soumaré,66,56,65,68,57,62,59,51,66,71,44,70,59,44,69,66,63,68,65,64,76,74,63,64,63,54,57,58,59,66,52,60,50,59,62,8,5,7,10,9,65,64,64,64,64,64,67,67,67,67,64,65,64,64,62,64,16
Robert Mejía,74,47,57,68,62,62,46,38,42,66,35,67,43,40,70,65,77,71,80,59,85,64,83,78,50,56,68,65,47,48,45,66,64,65,58,6,10,8,11,9,56,59,58,58,58,59,62,63,64,63,66,66,66,65,63,65,16
Manuel Monzeglio,67,60,64,66,25,49,54,64,50,70,45,67,56,52,64,72,65,68,62,50,64,55,61,61,51,61,26,23,59,67,55,46,20,22,24,12,6,11,8,8,62,64,64,64,64,64,67,66,63,66,49,47,49,46,38,46,15
Javier Llabrés Exposito,82,60,57,68,31,49,62,64,37,58,52,68,53,44,52,65,81,83,86,50,82,59,46,75,43,52,31,27,60,56,58,56,28,34,32,15,10,11,9,13,61,65,62,62,62,65,64,66,58,66,54,47,54,51,40,51,18
Youri Regeer,73,55,64,66,62,63,52,57,53,71,42,67,58,53,69,65,72,73,68,62,71,63,62,67,61,47,62,60,59,66,51,66,63,64,61,13,8,14,11,11,63,64,64,64,64,64,67,67,67,67,66,67,66,65,64,65,19
Christian Rivera Hernández,51,48,61,65,64,74,65,41,58,61,47,64,58,42,59,67,51,51,64,61,58,59,74,73,80,51,62,68,58,65,44,65,68,60,59,15,12,6,10,9,59,59,58,58,58,59,62,63,64,63,65,66,65,64,67,64,19
Ali Lajami,76,47,54,58,64,71,47,48,64,61,47,53,39,51,58,57,78,74,79,61,73,56,81,75,72,38,59,65,48,49,34,48,63,66,61,9,14,9,14,12,59,56,56,56,56,56,58,60,59,60,65,64,65,66,67,66,19
Diego Johannesson,80,44,58,58,60,65,63,41,56,60,33,56,53,31,54,57,79,81,70,53,73,58,70,76,60,34,61,62,67,61,41,50,57,61,61,8,10,9,14,14,58,59,58,58,58,59,60,63,60,63,65,62,65,65,62,65,18
Patrick Soko,88,61,54,64,32,63,64,64,43,51,47,67,54,45,47,61,87,88,71,55,70,69,40,67,72,45,41,21,67,57,66,49,35,34,31,13,11,11,6,13,65,65,63,63,63,65,63,66,56,66,53,47,53,51,44,51,18
Torben Rhein,67,58,63,68,42,48,47,56,34,70,46,65,55,43,67,67,69,66,77,61,81,58,49,64,39,68,49,51,68,70,38,68,38,43,45,12,5,6,10,12,61,64,65,65,65,64,69,66,67,66,58,58,58,55,49,55,17
Manuel Scavone,69,58,66,71,49,62,62,53,59,73,60,70,54,60,66,71,71,68,78,64,69,60,65,55,64,62,67,50,69,64,59,70,49,50,38,14,9,7,13,6,65,65,65,65,65,65,65,65,65,65,60,61,60,59,58,59,18
Gang Wang,81,55,55,61,60,80,57,52,65,54,35,63,61,58,53,59,81,81,58,63,65,70,77,85,82,55,71,58,63,53,36,57,60,60,56,15,16,16,8,11,65,61,61,61,61,61,61,64,61,64,65,63,65,65,65,65,20
Gabriel Charpentier,55,68,43,62,28,63,33,74,75,52,54,64,48,38,35,61,54,56,63,55,52,66,64,65,68,61,46,18,64,44,63,57,26,23,20,7,9,15,10,14,67,58,60,60,60,58,59,57,52,57,43,42,43,42,42,42,17
Marius Willsch,79,49,57,60,57,68,64,47,44,63,46,57,49,34,49,62,77,81,72,62,69,62,56,81,64,38,64,59,57,51,52,48,56,60,56,11,8,7,13,15,59,60,59,59,59,60,60,64,60,64,65,62,65,65,61,65,19
Christopher Scott,77,63,57,70,26,50,51,68,54,60,58,68,54,42,54,70,78,77,81,63,80,63,61,62,38,58,61,25,60,62,49,65,29,19,16,10,14,9,14,9,65,66,66,66,66,66,67,67,60,67,50,47,50,47,40,47,19
Florian Kleinhansl,75,39,60,71,57,59,64,35,44,60,45,71,72,45,51,69,78,72,81,71,80,40,73,72,56,41,49,56,45,64,48,52,55,63,55,9,14,13,8,12,55,62,59,59,59,62,63,66,63,66,66,62,66,65,60,65,19
Jean-Kévin Augustin,64,67,60,67,30,50,65,65,56,66,69,67,52,42,48,68,65,63,68,60,70,71,62,34,58,65,47,22,73,61,67,62,36,24,17,14,6,8,12,6,67,66,66,66,66,66,67,65,59,65,48,46,48,45,43,45,17
Drew Moor,30,42,59,58,65,65,58,39,67,67,43,57,42,37,67,65,31,30,34,64,59,53,64,50,72,38,64,64,45,49,42,69,66,63,63,13,12,15,15,7,54,51,52,52,52,51,56,56,61,56,61,65,61,61,65,61,20
Sami Lahssaini,65,58,61,66,61,61,45,51,58,70,47,67,52,46,65,66,68,63,65,64,76,72,63,68,57,63,64,63,61,63,49,60,58,62,67,10,7,13,13,10,64,62,64,64,64,62,66,65,67,65,65,66,65,65,64,65,18
Johandry Hidalgo,76,52,61,62,58,65,62,52,55,64,28,64,40,55,61,60,77,75,60,60,65,55,59,70,65,50,60,55,64,61,61,64,56,63,61,13,11,10,10,7,61,62,61,61,61,62,64,66,63,66,65,63,65,65,62,65,18
Gustavo Peredo,77,64,58,65,44,62,68,70,65,61,55,71,55,48,50,60,81,74,70,55,70,65,70,70,68,55,33,50,57,50,65,45,35,40,50,9,7,5,15,7,67,65,63,63,63,65,63,66,59,66,60,53,60,59,53,59,16
Christian Kouakou,79,65,48,64,26,65,38,68,61,58,59,61,45,42,42,64,78,79,75,54,76,64,79,65,71,61,48,22,67,45,61,61,20,25,20,15,16,14,9,16,66,62,63,63,63,62,62,62,55,62,47,44,47,45,43,45,20
Florian Michel,79,55,63,71,53,62,52,53,38,68,52,68,56,58,68,67,82,77,91,65,88,59,69,84,52,58,57,54,56,63,52,62,50,59,56,9,5,14,14,7,61,65,64,64,64,65,65,65,65,65,65,64,65,64,58,64,17
Romário Santos Pires,58,55,54,59,62,75,42,56,50,64,41,57,32,37,58,60,54,62,59,60,69,54,72,71,76,56,78,65,57,56,65,50,63,64,61,6,8,10,15,11,59,57,58,58,58,57,61,60,62,60,62,65,62,62,65,62,18
David Loaiza,72,56,57,67,63,62,40,55,45,65,44,67,48,55,63,65,73,72,70,70,75,58,60,70,58,55,60,57,63,60,61,65,61,73,70,14,13,9,14,10,62,63,64,64,64,63,65,65,65,65,65,65,65,65,64,65,21
Do Hyeok Kim,60,61,68,68,57,76,65,57,55,68,50,67,57,65,66,66,54,65,75,67,82,65,72,90,73,67,68,65,67,74,53,69,50,59,55,13,13,15,13,13,65,65,65,65,65,65,65,65,65,65,65,65,65,65,63,65,21
Jamille Matt,53,65,51,57,26,82,40,67,66,59,61,58,56,40,43,63,55,51,43,63,31,68,76,75,92,56,69,12,67,53,64,64,30,22,16,11,13,15,13,12,65,58,61,61,61,58,61,60,56,60,45,47,45,43,46,43,20
Abakar Loubadhe Sylla,75,28,48,63,64,71,39,19,66,59,22,64,29,28,58,60,76,74,67,63,69,52,78,62,76,23,67,64,34,42,42,64,62,66,60,14,7,15,10,9,52,52,51,51,51,52,54,57,57,57,63,64,63,64,67,64,18
Jesús Camargo,65,63,65,65,26,64,12,8,15,20,11,13,12,13,25,14,25,28,45,63,55,49,63,40,45,7,23,7,7,35,18,41,11,11,16,65,63,65,64,65,24,20,22,22,22,20,24,24,25,24,23,24,23,23,23,23,66
Facundo Moreira,62,49,59,57,67,70,45,44,70,65,60,55,55,67,61,60,61,62,55,55,55,50,70,75,73,55,55,68,50,60,60,55,67,67,65,10,13,5,9,14,58,55,56,56,56,55,60,59,63,59,64,65,64,65,65,65,18
Je Woon Yeon,67,32,50,50,64,75,42,28,67,64,29,40,29,28,58,56,69,65,62,57,75,38,81,78,77,32,63,63,34,40,42,51,60,67,65,13,13,14,8,6,50,48,47,47,47,48,51,53,56,53,63,64,63,64,65,64,17
Alieu Fadera,83,63,59,65,53,65,53,64,58,64,51,63,66,37,60,66,81,84,77,57,73,70,77,72,65,61,52,39,57,61,51,56,57,57,51,9,11,10,11,15,66,64,64,64,64,64,66,66,63,66,61,59,61,61,58,61,18
Tomás Marchiori,62,67,63,66,30,67,9,6,13,23,9,9,10,14,26,16,33,26,27,56,37,47,53,25,63,7,20,10,8,33,17,29,9,11,12,62,67,63,67,66,24,19,21,21,21,19,23,23,24,23,21,24,21,21,23,21,66
Guillermo Molins,48,66,63,66,44,78,62,65,56,66,65,67,65,60,56,68,47,48,59,67,61,70,39,63,90,64,76,43,66,64,64,70,41,46,37,6,15,16,7,6,65,63,64,64,64,63,65,65,64,65,56,59,56,54,56,54,17
Ilyas Chouaref,75,57,61,70,27,59,62,55,36,65,52,73,63,57,53,66,74,75,77,56,76,64,55,62,63,56,48,23,59,59,59,58,32,23,21,11,9,8,8,15,62,65,63,63,63,65,66,66,59,66,51,48,51,47,41,47,18
Axel Ngando,63,66,66,71,39,39,66,63,54,69,68,70,71,64,63,71,72,56,81,58,81,73,56,34,38,67,42,41,62,63,63,60,39,34,32,14,14,10,9,13,65,65,65,65,65,65,65,65,63,65,53,52,53,51,46,51,19
Emre Demir,70,58,64,69,37,53,59,64,46,68,54,70,63,52,63,71,69,71,58,66,79,64,53,48,56,42,53,30,53,67,58,64,39,35,40,13,13,13,14,6,64,65,65,65,65,65,67,67,63,67,55,54,55,53,48,53,20
Sung Joon Kim,63,61,65,65,57,67,62,58,58,66,51,62,64,66,63,64,62,64,74,68,78,66,79,73,64,63,64,63,64,67,61,55,62,52,47,16,15,7,13,11,64,64,64,64,64,64,65,65,65,65,64,65,64,63,62,63,21
Juan Aponte,70,57,61,65,61,72,55,53,59,63,50,70,53,72,60,58,69,70,69,63,70,54,65,78,75,70,57,62,63,65,53,58,60,61,59,8,11,7,5,10,63,63,63,63,63,63,65,65,65,65,65,65,65,65,64,65,16
Joona Toivio,53,52,54,51,63,75,55,42,64,57,35,47,64,64,56,56,47,58,53,61,43,77,80,68,81,56,66,62,35,42,59,60,63,66,58,10,14,6,8,13,56,50,51,51,51,50,52,54,56,54,61,63,61,62,65,62,18
Leonel Buter,69,67,51,60,25,58,42,70,68,61,66,62,41,39,55,61,68,70,54,60,54,68,56,56,70,60,31,18,61,47,70,47,23,21,15,15,10,9,7,12,65,60,62,62,62,60,62,61,56,61,45,44,45,43,40,43,18
Christopher Avevor,65,39,54,53,63,71,53,32,65,59,33,48,29,35,59,56,63,66,57,61,61,58,81,49,82,41,68,61,35,53,31,63,62,65,61,7,12,10,10,6,53,51,51,51,51,51,54,55,56,55,60,63,60,62,65,62,17
Benaissa Benamar,62,28,49,52,64,73,32,20,64,60,26,46,34,30,64,58,57,66,58,58,40,48,74,65,86,22,50,64,26,44,45,55,60,66,68,7,6,10,6,8,48,45,46,46,46,45,50,51,55,51,60,64,60,62,67,62,15
Simon Tibbling,63,54,63,67,52,61,62,52,45,65,55,66,60,50,62,65,65,62,72,64,75,57,46,73,60,52,52,57,60,64,52,64,54,50,45,13,15,12,9,14,60,63,61,61,61,63,65,65,65,65,62,61,62,60,56,60,20
Justin Njinmah,91,64,54,66,24,52,38,67,54,57,60,67,62,37,56,62,92,91,78,65,78,61,70,59,56,61,28,23,66,64,65,47,21,20,17,12,9,10,7,6,67,66,66,66,66,66,67,66,59,66,48,44,48,46,38,46,17
Theo Corbeanu,82,57,61,68,47,62,61,56,49,62,50,69,64,64,54,65,79,84,74,57,71,61,49,70,69,55,40,39,60,61,55,68,50,49,45,7,6,9,10,7,63,65,63,63,63,65,65,67,62,67,60,56,60,59,53,59,15
Márk Tamás,61,28,48,39,65,72,48,21,63,60,27,29,28,31,53,51,47,72,35,53,50,42,70,64,77,27,70,64,27,32,38,48,65,66,67,13,11,10,13,8,45,41,41,41,41,41,44,47,50,47,61,62,61,63,66,63,18
Zacharie Boucher,65,62,65,66,56,64,9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,49,82,42,75,8,40,22,13,33,22,61,10,11,12,65,62,65,64,66,31,26,27,27,27,26,28,29,27,29,28,28,28,28,30,28,65
Kwame Karikari,78,65,54,62,32,76,55,65,59,57,65,63,56,47,57,62,68,86,60,62,48,71,63,71,80,61,74,31,58,47,60,70,35,25,23,11,7,9,8,7,65,62,62,62,62,62,62,64,58,64,52,51,52,50,49,50,16
Mauricio Affonso,64,64,60,60,33,77,60,65,72,58,63,61,63,56,58,62,63,65,53,61,53,66,71,70,83,58,72,15,67,65,68,68,35,30,30,8,6,9,14,10,65,62,63,63,63,62,64,64,60,64,51,50,51,49,49,49,17
Ibrahim Sadiq,90,56,53,69,30,60,55,59,44,55,52,65,52,40,48,67,90,90,93,57,91,60,87,61,55,48,62,28,62,54,40,58,28,28,28,13,9,14,12,14,63,65,63,63,63,65,64,65,56,65,52,48,52,50,44,50,19
Markus Kaasa,70,56,62,69,57,64,58,57,52,65,55,68,64,48,63,67,72,68,81,63,83,58,56,79,63,54,48,59,65,65,45,63,59,56,54,11,10,6,11,12,64,65,64,64,64,65,67,68,67,68,65,64,65,64,60,64,18
Rigoberto Rivas,81,60,61,69,29,51,61,60,49,66,63,71,59,44,56,69,80,81,70,57,70,69,52,61,53,49,33,24,60,62,66,58,22,29,37,14,8,9,6,10,65,66,65,65,65,66,67,68,61,68,54,48,54,51,41,51,17
João Pedro Salazar da Graça,67,53,64,66,59,61,59,46,52,69,46,66,44,64,65,67,66,67,68,66,72,68,55,70,61,55,50,63,60,62,49,55,60,60,50,11,12,12,12,11,62,63,63,63,63,63,65,65,65,65,65,65,65,64,61,64,20
Thomas Thiesson Kristensen,60,26,44,55,64,74,30,24,65,57,26,55,26,29,56,57,60,60,45,52,57,30,79,68,81,24,65,64,28,33,30,58,63,64,61,13,5,14,13,8,47,45,45,45,45,45,48,51,53,51,59,62,59,60,67,60,17
Abu Francis,75,64,60,67,47,66,52,67,52,66,54,66,52,54,59,67,74,75,74,57,70,62,68,66,67,63,62,45,65,61,48,64,48,45,45,10,12,5,13,5,66,65,65,65,65,65,67,66,64,66,59,58,59,57,55,57,17
Andrei Pițian,57,47,52,47,64,80,46,43,62,58,50,41,47,42,48,51,60,55,52,55,52,59,85,71,90,45,65,63,43,52,44,48,66,63,62,6,14,9,8,15,55,49,50,50,50,49,52,53,55,53,60,62,60,62,67,62,18
Diogo Sousa Verdasca,64,37,49,55,63,77,33,28,62,61,30,49,37,34,61,60,63,64,62,60,60,64,88,75,78,33,73,63,31,41,47,58,65,62,60,13,7,14,5,7,52,48,49,49,49,48,52,53,57,53,61,65,61,62,67,62,16
Mukhtar Ali,65,52,60,66,57,66,35,48,38,68,42,62,59,61,68,69,64,66,72,59,64,61,56,76,63,54,63,62,55,63,47,71,64,55,50,15,9,14,10,10,59,59,60,60,60,59,65,63,66,63,62,66,62,60,60,60,18
Christian Doidge,55,64,55,60,36,78,45,66,72,62,59,57,53,42,53,62,55,55,62,65,71,64,90,76,80,60,74,33,69,58,64,63,25,37,34,11,7,12,13,6,65,60,62,62,62,60,63,62,61,62,52,54,52,50,52,50,18
Regan Slater,68,53,64,67,60,65,57,49,51,69,39,65,46,53,67,69,71,66,74,62,80,63,53,75,59,58,71,62,56,65,47,59,61,61,62,12,6,9,6,6,61,63,62,62,62,63,66,66,67,66,67,67,67,66,63,66,16
Claudiu Belu-Iordache,72,47,59,57,61,74,63,44,55,62,34,54,54,45,57,55,70,73,69,62,66,57,63,70,73,45,82,62,48,55,47,50,61,62,61,13,12,7,15,11,57,57,55,55,55,57,58,61,60,61,65,64,65,65,65,65,20
Jae Suk Oh,60,34,57,62,65,63,62,31,60,61,31,63,52,32,53,60,59,60,63,61,67,37,57,61,64,35,62,64,53,53,34,59,63,68,66,8,5,14,13,10,53,56,54,54,54,56,58,60,59,60,65,64,65,65,65,65,17
Peter Pawlett,76,61,62,66,55,67,63,62,42,62,53,66,64,63,62,64,74,78,75,60,74,66,81,74,66,58,57,55,62,62,52,57,56,58,55,9,16,13,16,8,64,65,64,64,64,65,65,65,64,65,65,62,65,63,60,63,20
Danny Hoesen,71,65,56,64,35,69,56,64,58,55,75,62,73,65,48,66,71,71,74,66,61,72,67,73,72,62,58,28,66,55,55,59,41,28,28,16,13,13,9,9,65,63,64,64,64,63,64,64,59,64,53,50,53,51,48,51,20
André Calisir,62,34,55,59,65,70,48,28,58,63,33,55,44,22,60,62,60,63,65,55,64,46,80,63,72,32,70,62,38,53,35,66,67,67,65,15,7,8,7,8,51,52,51,51,51,52,55,56,59,56,63,65,63,64,65,64,16
Matías Alfonso,64,56,59,59,63,61,37,52,53,66,45,55,36,59,71,62,61,66,61,52,71,68,68,72,56,57,57,68,60,65,54,66,55,69,66,11,13,8,10,6,60,57,59,59,59,57,63,61,66,61,63,66,63,63,64,63,17
Michael O'Halloran,90,60,58,65,48,66,62,60,48,60,60,64,58,38,50,62,90,90,86,60,68,65,66,72,72,56,42,54,58,60,48,58,44,48,44,15,13,6,15,13,65,65,63,63,63,65,65,65,61,65,62,57,62,61,55,61,21
Sam Baldock,60,66,56,68,37,61,57,66,60,61,65,66,63,58,41,68,61,60,74,67,81,67,56,72,53,66,70,35,69,56,68,62,43,28,28,8,14,13,8,14,65,64,65,65,65,64,65,65,60,65,54,52,54,52,48,52,19
César Gelabert Piña,74,58,59,66,45,57,46,64,32,65,35,69,42,45,67,67,74,74,61,62,64,46,57,59,63,66,38,52,60,62,50,54,34,55,50,14,13,13,10,11,61,64,64,64,64,64,67,66,65,66,59,59,59,57,52,57,20
Denis Ciobotariu,69,24,46,49,64,74,47,23,62,57,20,40,48,26,48,52,70,68,63,63,62,35,91,71,77,15,68,64,23,30,34,54,67,63,60,9,13,14,9,11,46,45,43,43,43,45,46,50,50,50,62,62,62,64,67,64,18
Matty Kennedy,86,59,60,66,50,62,64,63,45,60,40,64,67,44,53,65,89,83,77,53,85,63,74,66,60,50,57,47,53,61,63,64,48,55,54,15,15,10,15,10,62,64,62,62,62,64,64,65,60,65,62,58,62,61,56,61,20
Morten Ågnes Konradsen,70,58,62,66,60,67,62,56,56,65,60,64,58,46,62,66,75,65,79,66,72,62,60,83,64,61,55,64,60,62,48,59,60,60,57,12,15,9,13,14,64,64,63,63,63,64,66,67,67,67,67,66,67,66,63,66,21
Nico Antonitsch,51,32,40,43,65,78,24,23,62,50,29,31,27,24,41,45,56,46,63,57,66,53,75,74,81,33,76,66,24,46,41,55,64,67,66,5,6,7,14,8,45,39,40,40,40,39,44,43,49,43,57,61,57,59,65,59,16
Facundo Buonanotte,69,60,63,65,25,48,54,64,50,69,45,67,56,52,64,69,70,68,62,50,64,55,61,55,51,61,28,23,59,67,55,46,20,22,24,8,9,7,14,9,62,64,64,64,64,64,67,66,62,66,49,47,49,45,38,45,16
Francesc Grima Aguilera,69,42,52,61,61,67,60,41,40,53,30,55,59,46,48,62,71,67,72,65,78,54,71,80,61,33,65,62,53,46,48,56,63,64,61,15,9,14,14,8,54,56,54,54,54,56,56,60,57,60,65,62,65,65,62,65,20
George Williams,70,35,56,63,62,72,59,33,61,59,28,60,42,38,58,59,72,69,82,59,77,39,92,81,70,31,59,59,53,53,41,57,62,63,62,6,7,11,6,8,54,57,54,54,54,57,58,61,60,61,65,63,65,65,65,65,15
Khalid Al Ghannam,76,53,54,74,29,46,52,54,43,56,42,76,50,39,55,70,77,75,87,58,79,56,38,70,39,51,34,24,62,54,51,66,29,26,31,8,13,14,8,5,61,64,63,63,63,64,65,66,59,66,52,47,52,49,38,49,16
Jairo Cuéllar,68,64,61,65,28,61,14,7,12,20,6,14,15,14,25,12,25,33,38,63,44,46,66,17,50,9,28,12,7,55,16,23,8,11,15,68,64,61,61,65,24,21,23,23,23,21,27,24,27,24,21,24,21,21,23,21,66
Daniel Grimshaw,65,61,67,68,45,64,19,12,17,34,18,20,22,14,47,26,44,47,38,60,41,50,59,42,42,18,21,19,15,37,22,37,11,21,17,65,61,67,64,68,30,28,29,29,29,28,33,33,35,33,31,32,31,30,27,30,66
Saša Živec,74,63,63,68,38,59,63,63,59,63,50,66,68,62,62,66,73,75,84,49,81,65,76,72,57,65,43,32,62,61,59,63,43,33,31,8,8,13,13,10,65,65,64,64,64,65,65,65,62,65,55,52,55,53,48,53,16
Yukiya Sugita,80,57,59,69,28,50,65,58,35,62,52,68,62,45,52,66,80,80,86,54,84,60,80,72,40,56,42,24,58,58,48,60,35,24,24,15,12,9,5,14,60,65,62,62,62,65,65,65,59,65,53,47,53,50,39,50,18
Alejandro Iturbe Encabo,65,63,64,67,50,64,14,11,12,32,8,13,14,13,30,20,52,46,51,55,50,48,56,32,54,9,22,10,6,40,20,35,8,11,13,65,63,64,64,67,27,25,26,26,26,25,29,29,29,29,26,26,26,25,23,25,66
Nicolas Galazzi,64,65,62,65,42,52,65,72,48,65,59,67,51,49,62,64,65,63,59,65,62,70,49,45,56,48,50,45,65,60,62,61,42,39,36,11,7,11,6,15,66,65,65,65,65,65,66,66,62,66,56,55,56,53,50,53,18
Moayed Hassan,76,62,58,68,31,47,59,65,59,58,62,65,62,64,57,66,75,76,83,62,84,60,67,65,44,61,28,23,64,55,49,57,27,28,38,8,13,14,5,12,65,65,64,64,64,65,65,65,59,65,53,47,53,51,42,51,18
Žan Žužek,71,33,47,50,65,64,35,33,64,58,43,41,33,21,62,61,74,69,53,59,56,45,73,59,68,21,59,62,33,37,32,48,64,66,71,9,11,6,12,6,51,48,48,48,48,48,50,53,54,53,61,63,61,64,67,64,17
Marlon Hairston,76,54,60,64,62,69,55,53,57,67,54,63,56,33,59,62,73,78,76,67,62,60,73,79,66,53,65,62,60,60,40,63,63,62,62,15,13,16,13,11,63,63,62,62,62,63,65,66,65,66,66,66,66,66,65,66,21
Sauli Väisänen,53,42,54,54,66,66,55,35,66,60,45,51,49,31,52,56,54,52,56,56,56,61,72,50,73,39,68,66,34,49,36,61,65,67,64,8,16,7,8,13,53,50,49,49,49,50,52,53,55,53,61,63,61,62,67,62,18
Steven Benda,65,63,59,67,37,64,7,5,12,24,9,11,8,11,18,18,36,38,30,56,33,44,49,20,53,12,19,13,4,24,12,20,6,9,11,65,63,59,64,67,24,19,21,21,21,19,23,22,22,22,21,22,21,21,22,21,66
Charles Boli,68,57,61,70,45,44,62,58,39,64,48,70,58,51,56,70,72,64,79,62,73,57,35,44,45,56,44,46,60,64,48,65,43,48,46,8,12,11,11,12,61,65,64,64,64,65,67,66,62,66,58,55,58,56,50,56,18
Ján Bernát,66,60,70,64,34,47,68,51,37,74,64,65,73,69,67,68,70,62,58,59,62,71,65,49,52,73,29,31,49,68,56,51,28,42,31,12,7,10,12,12,60,64,62,62,62,64,67,66,64,66,54,53,54,51,44,51,18
